1 28/03/2019 2686520 No funciona Pc SI
3 29/12/2018 2686520 No funciona Pc SI
8 09/04/2019 2686520 No funciona Pc SI
9 05/05/2019 2686520 No funciona Pc NO
10 07/06/2019 2686520 No funciona Pc SI
14 03/09/2018 2686520 No funciona Pc SI
17 07/03/2019 2686520 No funciona Pc NO
23 29/01/2019 2686520 No funciona Pc SI
24 10/10/2018 2686520 No funciona Pc NO
36 06/07/2019 2686520 No funciona Pc SI
41 11/12/2018 2686520 No funciona Pc SI
64 10/08/2018 2686520 No funciona Pc SI
70 19/08/2018 2686520 No funciona Pc SI
85 26/08/2018 2686520 No funciona Pc SI
87 08/05/2019 2686520 No funciona Pc NO
88 02/03/2019 2686520 No funciona Pc NO
89 11/04/2019 2686520 No funciona Pc SI
91 21/05/2019 2686520 No funciona Pc NO
94 30/05/2019 2686520 No funciona Pc NO
95 04/02/2019 2686520 No funciona Pc SI
99 18/01/2019 2686520 No funciona Pc SI
103 10/02/2019 2686520 No funciona Pc NO
104 08/11/2018 2686520 No funciona Pc SI
106 18/07/2018 2686520 No funciona Pc SI
113 04/10/2018 2686520 No funciona Pc SI
122 03/06/2019 2686520 No funciona Pc SI
132 31/07/2018 2686520 No funciona Pc NO
135 28/12/2018 2686520 No funciona Pc NO
146 09/01/2019 2686520 No funciona Pc SI
161 02/12/2018 2686520 No funciona Pc SI
163 28/11/2018 2686520 No funciona Pc SI
170 15/08/2018 2686520 No funciona Pc NO
172 25/08/2018 2686520 No funciona Pc NO
184 07/07/2019 2686520 No funciona Pc NO
185 13/03/2019 2686520 No funciona Pc NO
186 28/09/2018 2686520 No funciona Pc NO
190 28/08/2018 2686520 No funciona Pc SI
200 28/06/2019 2686520 No funciona Pc SI
202 24/04/2019 2686520 No funciona Pc NO
203 26/05/2019 2686520 No funciona Pc SI
205 11/06/2019 2686520 No funciona Pc NO
212 28/02/2019 2686520 No funciona Pc NO
216 08/05/2019 2686520 No funciona Pc SI
220 22/08/2018 2686520 No funciona Pc NO
224 13/09/2018 2686520 No funciona Pc SI
243 05/06/2019 2686520 No funciona Pc NO
245 11/09/2018 2686520 No funciona Pc NO
247 21/09/2018 2686520 No funciona Pc SI
251 13/06/2019 2686520 No funciona Pc SI
254 12/08/2018 2686520 No funciona Pc NO
258 31/10/2018 2686520 No funciona Pc NO
269 10/06/2019 2686520 No funciona Pc SI
271 12/07/2018 2686520 No funciona Pc NO
274 18/06/2019 2686520 No funciona Pc SI
277 28/05/2019 2686520 No funciona Pc SI
280 12/10/2018 2686520 No funciona Pc NO
289 03/02/2019 2686520 No funciona Pc SI
292 11/03/2019 2686520 No funciona Pc NO
299 22/12/2018 2686520 No funciona Pc NO
301 31/12/2018 2686520 No funciona Pc SI
304 14/01/2019 2686520 No funciona Pc SI
316 30/01/2019 2686520 No funciona Pc SI
323 18/04/2019 2686520 No funciona Pc SI
324 28/04/2019 2686520 No funciona Pc SI
326 29/04/2019 2686520 No funciona Pc SI
337 16/12/2018 2686520 No funciona Pc NO
338 11/11/2018 2686520 No funciona Pc NO
343 19/03/2019 2686520 No funciona Pc SI
345 10/01/2019 2686520 No funciona Pc SI
346 01/12/2018 2686520 No funciona Pc SI
347 03/06/2019 2686520 No funciona Pc NO
348 14/07/2018 2686520 No funciona Pc SI
349 14/06/2019 2686520 No funciona Pc SI
355 03/10/2018 2686520 No funciona Pc SI
362 13/06/2019 2686520 No funciona Pc SI
367 01/06/2019 2686520 No funciona Pc SI
374 12/12/2018 2686520 No funciona Pc NO
378 10/03/2019 2686520 No funciona Pc SI
379 26/10/2018 2686520 No funciona Pc NO
381 24/10/2018 2686520 No funciona Pc NO
382 31/10/2018 2686520 No funciona Pc SI
383 23/04/2019 2686520 No funciona Pc NO
388 12/10/2018 2686520 No funciona Pc NO
390 21/02/2019 2686520 No funciona Pc NO
394 23/01/2019 2686520 No funciona Pc SI
396 29/09/2018 2686520 No funciona Pc NO
406 31/08/2018 2686520 No funciona Pc SI
408 06/06/2019 2686520 No funciona Pc NO
410 04/01/2019 2686520 No funciona Pc SI
414 10/08/2018 2686520 No funciona Pc SI
417 05/12/2018 2686520 No funciona Pc SI
429 13/11/2018 2686520 No funciona Pc SI
433 14/10/2018 2686520 No funciona Pc NO
439 25/10/2018 2686520 No funciona Pc NO
443 17/12/2018 2686520 No funciona Pc SI
448 04/02/2019 2686520 No funciona Pc SI
449 29/04/2019 2686520 No funciona Pc NO
453 13/11/2018 2686520 No funciona Pc NO
455 16/11/2018 2686520 No funciona Pc SI
456 21/08/2018 2686520 No funciona Pc SI
457 07/02/2019 2686520 No funciona Pc SI
458 15/06/2019 2686520 No funciona Pc NO
464 02/03/2019 2686520 No funciona Pc NO
470 27/07/2018 2686520 No funciona Pc SI
472 11/04/2019 2686520 No funciona Pc NO
475 19/10/2018 2686520 No funciona Pc NO
481 13/07/2018 2686520 No funciona Pc NO
483 29/06/2019 2686520 No funciona Pc SI
488 14/04/2019 2686520 No funciona Pc SI
492 12/01/2019 2686520 No funciona Pc NO
